first_prot,Gene names,Protein names,Peptides,Potential contaminant,Razor unique peptides,Unique peptides,Molweight kDa,Score,Qvalue,Sequence coverage,MSMS Count,Protein IDs,Majority protein Ids
Q9HBI0,PARVG,Gamma-parvin,8,,8,8,37.485,21.911,0.0,32.9,72,Q9HBI0;Q9HBI0-2;Q9HBI0-3;B0QYM9;B0QYN0;U3KQ67;Q9HBI0-5;Q9HBI0-4,Q9HBI0;Q9HBI0-2;Q9HBI0-3
Q86TB9,PATL1,Protein PAT1 homolog 1,13,,13,13,86.849,29.053,0.0,19.7,68,Q86TB9;Q86TB9-4;Q86TB9-2;Q86TB9-3,Q86TB9;Q86TB9-4;Q86TB9-2
Q9HBE1,PATZ1,"POZ-, AT hook-, and zinc finger-containing protein 1",10,,9,9,74.059,6.7876,0.0,15.3,24,Q9HBE1;Q9HBE1-4;Q9HBE1-2;Q9HBE1-3,Q9HBE1;Q9HBE1-4;Q9HBE1-2;Q9HBE1-3
Q96IZ0,PAWR,PRKC apoptosis WT1 regulator protein,10,,9,9,36.567,69.093,0.0,47.4,142,Q96IZ0;H0YI16;H0YHP5;A0A0B4J260;F8W1M8,Q96IZ0
Q02962-4,PAX2,Paired box protein Pax-2,10,,8,6,41.956,40.328,0.0,40.9,19,Q02962-4;Q02962-2;Q02962;G3V5S4;A0A0A0MRH7;Q02962-3;Q5SZP1;Q02548-10,Q02962-4;Q02962-2;Q02962;G3V5S4;A0A0A0MRH7;Q02962-3;Q5SZP1
P26367,PAX6,Paired box protein Pax-6,1,,1,1,46.683,2.5986,0.0013161,3.1,2,P26367;P26367-2,P26367;P26367-2
Q06710,PAX8,Paired box protein Pax-8,19,,19,16,48.217,85.014,0.0,54.9,208,Q06710;Q06710-2;Q06710-3;Q06710-5;Q06710-4;G3V3F3;H0YJD1;P23760;P23759;P15863;P23760-8;P23760-3;P55771;A0A087WXV5;P23760-2;P23760-4;P23760-5;P15863-2;P23760-6;P23760-7;P15863-3;P23759-2;P23759-1,Q06710;Q06710-2;Q06710-3;Q06710-5;Q06710-4
Q9Y5B6,PAXBP1,PAX3- and PAX7-binding protein 1,16,,16,16,104.8,44.574,0.0,21.8,61,Q9Y5B6;Q9Y5B6-2;Q9Y5B6-3;Q9Y5B6-4,Q9Y5B6;Q9Y5B6-2
Q6ZW49,PAXIP1,PAX-interacting protein 1,9,,9,9,121.34,8.4524,0.0,11.0,21,Q6ZW49;Q6ZW49-2;Q6ZW49-1;F8WC23;H7BZI8,Q6ZW49;Q6ZW49-2;Q6ZW49-1
Q9BVG4,PBDC1,Protein PBDC1,12,,12,12,26.056,39.25,0.0,64.8,204,Q9BVG4;A6NDF3,Q9BVG4;A6NDF3
Q96KB5,PBK,Lymphokine-activated killer T-cell-originated protein kinase,14,,14,14,36.085,27.055,0.0,48.4,82,Q96KB5;Q96KB5-2;E5RFX4;E5RIE1,Q96KB5;Q96KB5-2;E5RFX4
P30039,PBLD,Phenazine biosynthesis-like domain-containing protein,11,,11,11,31.785,89.986,0.0,49.3,45,P30039;A0A0C4DFS0;P30039-2;V9GY00,P30039;A0A0C4DFS0;P30039-2
Q86U86,PBRM1,Protein polybromo-1,43,,43,43,192.95,93.672,0.0,30.2,258,Q86U86;Q86U86-8;Q86U86-5;Q86U86-4;Q86U86-7;Q86U86-9;Q86U86-2;Q86U86-3;E7EVG2;H0Y5B5;Q86U86-6;C9JPI5;C9J053;C9JQF1;C9JCJ2,Q86U86;Q86U86-8;Q86U86-5;Q86U86-4;Q86U86-7;Q86U86-9;Q86U86-2;Q86U86-3;E7EVG2;H0Y5B5;Q86U86-6
P40424,PBX1,Pre-B-cell leukemia transcription factor 1,15,,9,6,46.625,161.81,0.0,45.3,122,P40424;P40424-2;P40424-3;H0YLF5;H0YKH1;A0A087X0P4;A0A0A0MTI0;F8WA05;H0YLB0;H0YLD4;H0YLT4;H0YLM3,P40424;P40424-2;P40424-3;H0YLF5;H0YKH1;A0A087X0P4;A0A0A0MTI0;F8WA05;H0YLB0
P40425,PBX2,Pre-B-cell leukemia transcription factor 2,17,,17,10,45.881,122.63,0.0,63.3,153,P40425,P40425
P40426,PBX3,Pre-B-cell leukemia transcription factor 3,8,,1,1,47.189,3.1238,0.00049432,22.8,11,P40426;Q5JS98;P40426-2;P40426-5;U3KQA2;H0Y5D0;P40426-4;P40426-3;Q9BYU1;H3BLX0;H0YL59,P40426;Q5JS98;P40426-2;P40426-5;U3KQA2;H0Y5D0;P40426-4;P40426-3
Q96AQ6,PBXIP1,Pre-B-cell leukemia transcription factor-interacting protein 1,29,,29,29,80.642,114.78,0.0,43.1,253,Q96AQ6;Q96AQ6-2;Q96AQ6-3;Q5T173;F2Z2Z8,Q96AQ6;Q96AQ6-2;Q96AQ6-3
P11498,PC,"Pyruvate carboxylase, mitochondrial",39,,39,39,129.63,113.5,0.0,39.6,258,P11498;P11498-2;E9PRE7;E9PS68,P11498
P61457,PCBD1,Pterin-4-alpha-carbinolamine dehydratase,9,,9,8,11.999,88.231,0.0,84.6,262,P61457,P61457
Q9H0N5,PCBD2,Pterin-4-alpha-carbinolamine dehydratase 2,4,,3,3,14.365,2.8053,0.00084807,31.5,9,Q9H0N5;H0YA52,Q9H0N5;H0YA52
Q15365,PCBP1,Poly(rC)-binding protein 1,25,,25,18,37.497,323.31,0.0,91.9,1701,Q15365,Q15365
F8VRH0,PCBP2,,11,,2,2,32.035,2.4731,0.0014253,58.1,2,F8VRH0,F8VRH0
F8VZX2,PCBP2,,21,,1,1,33.8,35.903,0.0,86.3,23,F8VZX2;H3BRU6;F8W0G4;F8VXH9;F8W1G6;H3BND9;H3BSP4;C9K0A2;F8WC71,F8VZX2;H3BRU6;F8W0G4
Q15366-2,PCBP2,Poly(rC)-binding protein 2,22,,1,0,38.651,4.243,0.0001316,75.4,2,Q15366-2;Q15366,Q15366-2;Q15366
Q15366-3,PCBP2,Poly(rC)-binding protein 2,22,,15,0,38.221,275.87,0.0,75.1,576,Q15366-3;Q15366-6;H3BSS4,Q15366-3;Q15366-6
Q15366-4,PCBP2,Poly(rC)-binding protein 2,22,,2,0,34.917,38.15,0.0,86.7,49,Q15366-4;Q15366-7,Q15366-4;Q15366-7
P05165,PCCA,"Propionyl-CoA carboxylase alpha chain, mitochondrial",38,,38,38,80.058,117.11,0.0,54.7,388,P05165;P05165-2;P05165-3;H0Y5U0;Q5JTW6;Q5JVH2;H0Y4B9;H0Y798,P05165;P05165-2;P05165-3
P05166,PCCB,"Propionyl-CoA carboxylase beta chain, mitochondrial",26,,26,26,58.215,164.59,0.0,63.1,314,P05166;E9PDR0;E7EX59;P05166-2;E7ETT1;C9JQS9;E7ETT4;E7EUY3;E9PEC3;F8WBI9;E7ENC1;C9JVY9;H7C5C9;C9JVW9;C9JAW3,P05166;E9PDR0;E7EX59;P05166-2;E7ETT1;C9JQS9;E7ETT4;E7EUY3;E9PEC3;F8WBI9;E7ENC1
Q08174-2,PCDH1,Protocadherin-1,18,,18,18,133.72,49.538,0.0,18.8,95,Q08174-2;Q08174;D6RAX3;D6RBG2;H0Y9F5,Q08174-2;Q08174
Q8TAB3,PCDH19,Protocadherin-19,2,,2,2,126.25,1.7474,0.00644,2.6,2,Q8TAB3;Q8TAB3-3;Q8TAB3-2,Q8TAB3;Q8TAB3-3;Q8TAB3-2
H0YAH0,PCDH7,,6,,2,2,102.42,2.2093,0.0026853,8.3,6,H0YAH0;A0A087X2C4;A0A087X0C9,H0YAH0;A0A087X2C4
O60245,PCDH7,Protocadherin-7,10,,10,6,116.07,21.417,0.0,13.4,24,O60245;O60245-2,O60245;O60245-2
Q9UN73,PCDHA6,Protocadherin alpha-6,4,,4,1,102.71,1.9958,0.0039161,5.9,3,Q9UN73;Q9UN73-3;Q9UN73-2,Q9UN73;Q9UN73-3;Q9UN73-2
Q9Y5E7,PCDHB2,Protocadherin beta-2,6,,6,3,87.253,9.9411,0.0,9.8,9,Q9Y5E7,Q9Y5E7
Q9Y5G3,PCDHGB1;PCDHGB2;PCDHGB5,Protocadherin gamma-B1;Protocadherin gamma-B2;Protocadherin gamma-B5,4,,3,2,100.36,8.0437,0.0,6.1,5,Q9Y5G3;Q9Y5G2;Q9Y5G3-2;Q9Y5G0;Q9Y5G2-2;Q9UN70;Q9Y5H3;Q9Y5G1;Q9Y5H2;Q9Y5F7;Q9Y5G9;Q9Y5G6;Q9UN71;Q9Y5F8;Q9Y5G8;Q9Y5F9;A0A087WUC2;Q9BR81;A0A087WYB5;A0A087WT05;Q9Y5H2-3,Q9Y5G3;Q9Y5G2;Q9Y5G3-2;Q9Y5G0;Q9Y5G2-2
O94913,PCF11,Pre-mRNA cleavage complex 2 protein Pcf11,19,,19,19,173.05,101.92,0.0,16.9,65,O94913;E9PQ01;E9PKN0;A0A0C4DGU6;E9PQF9;E9PNY7,O94913;E9PQ01;E9PKN0;A0A0C4DGU6
Q9BSM1,PCGF1,Polycomb group RING finger protein 1,2,,2,2,30.346,2.6469,0.0013213,13.9,7,Q9BSM1;A0A087WUL5;Q9BSM1-3,Q9BSM1;A0A087WUL5;Q9BSM1-3
Q86SE9,PCGF5,Polycomb group RING finger protein 5,1,,1,1,29.714,2.1936,0.0026828,4.3,1,Q86SE9,Q86SE9
Q5JVF3,PCID2,PCI domain-containing protein 2,10,,10,10,46.029,29.615,0.0,27.3,75,Q5JVF3;Q5JVF3-3;Q5JVF3-2;Q5JVF3-4,Q5JVF3;Q5JVF3-3;Q5JVF3-2;Q5JVF3-4
Q9H4Z3,PCIF1,Phosphorylated CTD-interacting factor 1,15,,15,15,80.669,26.646,0.0,26.4,102,Q9H4Z3;A0A087WWZ2,Q9H4Z3
P35558,PCK1,"Phosphoenolpyruvate carboxykinase, cytosolic [GTP]",16,,13,13,69.194,29.19,0.0,30.5,32,P35558;P35558-2,P35558
H0YM31,PCK2,,25,,2,2,54.644,1.7345,0.0064327,61.7,11,H0YM31;A0A0A0MS74,H0YM31;A0A0A0MS74
Q16822,PCK2,"Phosphoenolpyruvate carboxykinase [GTP], mitochondrial",34,,34,10,70.729,202.59,0.0,62.5,617,Q16822;B4DW73;H0YML5;Q16822-2;H0YNG4;H0YMA5;H0YMU6;H0YMY3,Q16822;B4DW73;H0YML5;Q16822-2
Q9Y6V0,PCLO,Protein piccolo,5,,5,5,553.27,1.6058,0.0084034,1.1,9,Q9Y6V0;Q9Y6V0-2;Q9Y6V0-6;Q9Y6V0-5;E9PE96;Q9Y6V0-3,Q9Y6V0;Q9Y6V0-2;Q9Y6V0-6;Q9Y6V0-5
Q15154,PCM1,Pericentriolar material 1 protein,34,,34,34,228.53,62.82,0.0,19.1,129,Q15154;E7ETA6;Q15154-2;A6NNN6;H0YBA1;E7EV93;E9PGW9;Q15154-3;E5RGQ4,Q15154;E7ETA6;Q15154-2;A6NNN6
P22061,PCMT1,Protein-L-isoaspartate(D-aspartate) O-methyltransferase;Protein-L-isoaspartate O-methyltransferase,17,,17,17,24.636,230.04,0.0,68.7,463,P22061;A0A0A0MRJ6;H7BY58;P22061-2;F6S8N6;C9J0F2;F8WDT3;F8WAV5;F8WAX2;H7C4X2,P22061;A0A0A0MRJ6;H7BY58;P22061-2;F6S8N6
Q96MG8,PCMTD1,Protein-L-isoaspartate O-methyltransferase domain-containing protein 1,5,,5,5,40.675,7.4844,0.0,17.6,22,Q96MG8;F5H1M8;Q96MG8-2;H0YBU4,Q96MG8;F5H1M8;Q96MG8-2
Q9NV79,PCMTD2,Protein-L-isoaspartate O-methyltransferase domain-containing protein 2,1,,1,1,41.071,2.0027,0.0036879,3.0,6,Q9NV79;V9GZ41;A0A0G2JM70;Q9NV79-3;Q9NV79-2,Q9NV79;V9GZ41;A0A0G2JM70;Q9NV79-3;Q9NV79-2
P12004,PCNA,Proliferating cell nuclear antigen,19,,19,19,28.768,250.14,0.0,79.3,712,P12004,P12004
Q8WW12,PCNP,PEST proteolytic signal-containing nuclear protein,13,,13,13,18.925,65.671,0.0,61.2,385,Q8WW12;Q8WW12-2;Q8WW12-3,Q8WW12;Q8WW12-2
Q9H6A9,PCNXL3,Pecanex-like protein 3,4,,4,4,222.04,3.1353,0.00049474,2.5,4,Q9H6A9;Q9H6A9-3;Q9H6A9-2,Q9H6A9;Q9H6A9-3
Q15113,PCOLCE,Procollagen C-endopeptidase enhancer 1,19,,19,19,47.972,100.16,0.0,56.1,427,Q15113,Q15113
P48539,PCP4,Purkinje cell protein 4,4,,4,4,6.7913,13.513,0.0,45.2,23,P48539,P48539
Q9UHG2,PCSK1N,ProSAAS;KEP;Big SAAS;Little SAAS;Big PEN-LEN;PEN;Little LEN;Big LEN,3,,2,2,27.372,5.1978,0.0,13.8,3,Q9UHG2,Q9UHG2
Q8NBP7,PCSK9,Proprotein convertase subtilisin/kexin type 9,2,,2,2,74.285,1.9559,0.004249,5.3,2,Q8NBP7;Q8NBP7-2,Q8NBP7;Q8NBP7-2
Q9UHG3,PCYOX1,Prenylcysteine oxidase 1,23,,23,23,56.639,173.24,0.0,55.8,441,Q9UHG3;Q9UHG3-2;F8W8W4;C9K055;C9JM55;C9JGT6,Q9UHG3;Q9UHG3-2
Q8NBM8,PCYOX1L,Prenylcysteine oxidase-like,7,,7,7,54.646,27.522,0.0,18.6,25,Q8NBM8;E7EVZ5;D6R9J0,Q8NBM8;E7EVZ5
P49585,PCYT1A,Choline-phosphate cytidylyltransferase A,18,,18,13,41.731,42.717,0.0,54.0,208,P49585;C9JEJ2;C9J050;H7C1T3;C9J2E1;H7BZN1;C9JPY0;C9JVS0;F8WAZ5;F8WBU2;F2Z2B1,P49585;C9JEJ2;C9J050;H7C1T3;C9J2E1
Q99447,PCYT2,Ethanolamine-phosphate cytidylyltransferase,15,,15,15,43.835,90.439,0.0,43.2,174,Q99447;Q99447-3;Q99447-4;I3L1R7;Q99447-2;I3L1L9;I3L2Q1;I3L3V9;I3L1C4;I3L102;I3L1F9,Q99447;Q99447-3;Q99447-4;I3L1R7;Q99447-2;I3L1L9;I3L2Q1;I3L3V9
Q13442,PDAP1,28 kDa heat- and acid-stable phosphoprotein,14,,14,14,20.63,73.309,0.0,64.6,376,Q13442;F8WBW6,Q13442
Q9BUL8,PDCD10,Programmed cell death protein 10,13,,13,13,24.701,85.269,0.0,67.5,198,Q9BUL8;C9J5C3;C9J6F3;C9J363;C9JND6;C9JSA3;H7C5M9;C9J932;F8WDF3,Q9BUL8;C9J5C3;C9J6F3;C9J363;C9JND6;C9JSA3
Q14690,PDCD11,Protein RRP5 homolog,62,,62,62,208.7,158.06,0.0,37.3,422,Q14690;S4R3Q4,Q14690
Q16342,PDCD2,Programmed cell death protein 2,1,,1,1,38.592,2.1542,0.0027926,3.5,6,Q16342;F5H4V9;Q16342-3,Q16342;F5H4V9;Q16342-3
Q9BRP1,PDCD2L,Programmed cell death protein 2-like,5,,4,4,39.416,22.509,0.0,20.7,30,Q9BRP1,Q9BRP1
Q53EL6,PDCD4,Programmed cell death protein 4,23,,23,23,51.735,177.26,0.0,56.9,582,Q53EL6;Q53EL6-2;Q5VZS7,Q53EL6;Q53EL6-2
O14737,PDCD5,Programmed cell death protein 5,11,,11,11,14.285,132.54,0.0,72.8,341,O14737;O14737-2;K7ESJ4;K7EQA1;Q3HM38;X6R2P6,O14737;O14737-2;K7ESJ4;K7EQA1
O75340,PDCD6,Programmed cell death protein 6,13,,13,13,21.868,162.31,0.0,73.3,253,O75340;O75340-2;A0A024QZ42;H0Y9X3;A0A087WZ38;E7EPW6;O75340-3;D6RA21;Q86W51,O75340;O75340-2;A0A024QZ42
Q8WUM4,PDCD6IP,Programmed cell death 6-interacting protein,64,,64,64,96.022,323.31,0.0,75.5,1548,Q8WUM4;Q8WUM4-2;Q8WUM4-3;C9IZF9;F8WEQ7;F8WBR8;F8WDK9,Q8WUM4;Q8WUM4-2
Q8N8D1,PDCD7,Programmed cell death protein 7,1,,1,1,54.699,3.6168,0.00050878,2.9,6,Q8N8D1,Q8N8D1
Q13371,PDCL,Phosducin-like protein,4,,4,4,34.281,4.3544,0.00013235,19.3,15,Q13371;Q13371-2;H0Y5D3;H0Y3M0,Q13371;Q13371-2
Q9H2J4,PDCL3,Phosducin-like protein 3,9,,9,9,27.614,41.839,0.0,46.4,115,Q9H2J4;H7BZP2;C9JST4,Q9H2J4
Q8NB37,PDDC1,Parkinson disease 7 domain-containing protein 1,8,,8,8,23.297,56.657,0.0,58.6,118,Q8NB37;Q8NB37-2;H0YE25;H0YF25;Q8NB37-3;E9PLI5;H0YER3;E9PQD8;Q8NB37-4,Q8NB37;Q8NB37-2;H0YE25;H0YF25;Q8NB37-3;E9PLI5
Q6L8Q7,PDE12,"2,5-phosphodiesterase 12",23,,23,23,67.351,102.32,0.0,51.1,192,Q6L8Q7;Q6L8Q7-2;F6T1Q0,Q6L8Q7;Q6L8Q7-2;F6T1Q0
P54750,PDE1A,"Calcium/calmodulin-dependent 3,5-cyclic nucleotide phosphodiesterase 1A",4,,4,4,61.251,2.403,0.001537,7.9,7,P54750;P54750-4;P54750-5;P54750-3;P54750-8;P54750-9;P54750-2;P54750-6;P54750-7,P54750;P54750-4;P54750-5;P54750-3;P54750-8;P54750-9;P54750-2;P54750-6;P54750-7
Q14432,PDE3A,"cGMP-inhibited 3,5-cyclic phosphodiesterase A",12,,12,10,124.98,34.805,0.0,15.3,35,Q14432,Q14432
Q13370,PDE3B,"cGMP-inhibited 3,5-cyclic phosphodiesterase B",5,,3,3,124.33,2.0617,0.0032422,4.8,2,Q13370;Q13370-2,Q13370;Q13370-2
Q08499-6,PDE4D,"cAMP-specific 3,5-cyclic phosphodiesterase 4D",3,,3,3,84.427,5.7517,0.0,4.0,19,Q08499-6;Q08499;Q08499-7;Q08499-2;A0A087WSZ7;Q08499-12;Q08499-3;Q08499-10;Q08499-9;Q08499-11;Q08499-4,Q08499-6;Q08499;Q08499-7;Q08499-2;A0A087WSZ7;Q08499-12;Q08499-3;Q08499-10;Q08499-9;Q08499-11
E9PL24,PDE4DIP,Myomegalin,19,,19,5,126.95,26.733,0.0,20.7,45,E9PL24;Q5VU43-2;A0A0C4DFQ0;E9PQG4,E9PL24;Q5VU43-2;A0A0C4DFQ0;E9PQG4
O43924,PDE6D,"Retinal rod rhodopsin-sensitive cGMP 3,5-cyclic phosphodiesterase subunit delta",3,,3,3,17.42,10.798,0.0,28.7,46,O43924;B8ZZK5;C9IZ52,O43924;B8ZZK5;C9IZ52
Q9HBH1,PDF,"Peptide deformylase, mitochondrial",6,,6,6,27.013,11.999,0.0,30.5,16,Q9HBH1,Q9HBH1
P09619,PDGFRB,Platelet-derived growth factor receptor beta,15,,15,15,123.97,21.172,0.0,16.5,74,P09619;E5RJ14;E5RH16;P09619-2;E5RII0,P09619
Q15198,PDGFRL,Platelet-derived growth factor receptor-like protein,5,,5,5,41.86,1.9194,0.0046921,14.7,6,Q15198,Q15198
P08559,PDHA1,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial",28,,28,28,43.295,181.69,0.0,72.8,675,P08559;P08559-3;P08559-2;P08559-4;Q5JPU3;Q5JPU0;Q5JPT9;Q5JPU1;P29803;Q5JPU2,P08559;P08559-3;P08559-2;P08559-4
P11177,PDHB,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",17,,17,17,39.233,158.0,0.0,69.1,786,P11177;P11177-2;P11177-3;C9J634;F8WF02,P11177;P11177-2;P11177-3;C9J634
O00330,PDHX,"Pyruvate dehydrogenase protein X component, mitochondrial",17,,17,17,54.122,135.69,0.0,36.5,245,O00330;O00330-3;H0YD97;O00330-2;E9PLU0;E9PRI6,O00330;O00330-3;H0YD97
Q13087,PDIA2,Protein disulfide-isomerase A2,3,,3,3,58.206,3.1446,0.00049493,5.9,2,Q13087;H0Y4J5;Q13087-2,Q13087;H0Y4J5;Q13087-2
H7BZJ3,PDIA3,,9,,1,1,13.519,54.422,0.0,56.9,202,H7BZJ3,H7BZJ3
P30101,PDIA3,Protein disulfide-isomerase A3,46,,45,37,56.782,323.31,0.0,69.7,2870,P30101,P30101
P13667,PDIA4,Protein disulfide-isomerase A4,50,,50,49,72.932,323.31,0.0,62.8,2355,P13667;C9JMN9,P13667
Q14554,PDIA5,Protein disulfide-isomerase A5,24,,24,24,59.594,90.871,0.0,51.8,347,Q14554;Q14554-2;H7C4F9;C9JY10,Q14554;Q14554-2
Q15084,PDIA6,Protein disulfide-isomerase A6,27,,27,27,48.121,323.31,0.0,54.1,1386,Q15084;Q15084-3;Q15084-4;Q15084-5;Q15084-2,Q15084;Q15084-3;Q15084-4;Q15084-5;Q15084-2
Q15118,PDK1,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial",15,,15,13,49.244,37.82,0.0,42.4,81,Q15118;Q15118-2;C9JKT3;C9IYB4;F8WEJ6;Q16654;F8WC75,Q15118;Q15118-2
Q15119,PDK2,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial",10,,8,8,46.153,11.832,0.0,29.5,29,Q15119;Q15119-2;D6RDN9;D6RJH7;D6R983;D6RGV8;D6RHG2,Q15119;Q15119-2;D6RDN9
Q15120,PDK3,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3, mitochondrial",10,,10,10,46.938,25.92,0.0,35.7,52,Q15120;Q15120-2,Q15120;Q15120-2
O00151,PDLIM1,PDZ and LIM domain protein 1,20,,20,20,36.071,323.31,0.0,84.2,766,O00151,O00151
B3KPU0,PDLIM2,,8,,1,1,16.103,7.9198,0.0,74.0,5,B3KPU0;E5RGS7;A0A087WUQ1;H7C1D1,B3KPU0;E5RGS7
Q96JY6,PDLIM2,PDZ and LIM domain protein 2,16,,16,9,37.458,60.454,0.0,62.8,192,Q96JY6;Q96JY6-5;Q96JY6-3;A0A087WVI1;C9JS55;Q96JY6-4;C9JSR2;C9J0X3;C9K0F0;C9J760;Q96JY6-2;A0A087WXJ0;H0YBP7;F8WFB8;A0A087WU48,Q96JY6;Q96JY6-5;Q96JY6-3;A0A087WVI1;C9JS55;Q96JY6-4;C9JSR2
Q53GG5-2,PDLIM3,PDZ and LIM domain protein 3,23,,23,23,34.279,323.31,0.0,82.9,725,Q53GG5-2;Q53GG5-3;Q53GG5;A0A0A0MQY0;A0A087WYF8;D6RAF1,Q53GG5-2;Q53GG5-3;Q53GG5;A0A0A0MQY0
P50479,PDLIM4,PDZ and LIM domain protein 4,17,,17,17,35.398,154.69,0.0,63.9,327,P50479;P50479-2;C9J542,P50479;P50479-2
Q96HC4,PDLIM5,PDZ and LIM domain protein 5,35,,35,10,63.944,323.31,0.0,61.7,994,Q96HC4;Q96HC4-4;Q96HC4-7;H0Y8Y3;H0YBI4;A0A0D9SFR4,Q96HC4;Q96HC4-4;Q96HC4-7
Q9NR12,PDLIM7,PDZ and LIM domain protein 7,25,,25,25,49.844,136.72,0.0,66.3,503,Q9NR12;Q9NR12-2;Q9NR12-6;D6RH06;Q9NR12-5;Q9NR12-4;D6RF83;H7BYK4;Q9NR12-3;D6RAN1;H0Y8W6,Q9NR12;Q9NR12-2
Q9P0J1,PDP1,"[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial",20,,20,20,61.053,68.211,0.0,41.3,144,Q9P0J1;Q9P0J1-2;E5RIV4;E5RI96;E5RIE5,Q9P0J1;Q9P0J1-2
O15530,PDPK1;PDPK2P,3-phosphoinositide-dependent protein kinase 1;Putative 3-phosphoinositide-dependent protein kinase 2,11,,11,11,63.151,15.201,0.0,25.7,34,O15530;E9PER6;O15530-2;O15530-3;O15530-4;Q6A1A2;O15530-5;H3BQ10;H3BPW1,O15530;E9PER6;O15530-2;O15530-3;O15530-4;Q6A1A2;O15530-5
Q8NCN5,PDPR,"Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial",27,,27,27,99.363,69.089,0.0,30.0,209,Q8NCN5;A8MT40;H3BQG3;B7ZAR9;H3BUH3;Q8NCN5-2;H3BV59;H3BU60,Q8NCN5;A8MT40;H3BQG3
Q9NUG6,PDRG1,p53 and DNA damage-regulated protein 1,3,,3,3,15.511,3.745,0.00025631,24.8,21,Q9NUG6,Q9NUG6
Q29RF7,PDS5A,Sister chromatid cohesion protein PDS5 homolog A,60,,60,54,150.83,247.01,0.0,49.7,523,Q29RF7;Q29RF7-3;H0Y9L9;H0Y9L6,Q29RF7
Q9NTI5,PDS5B,Sister chromatid cohesion protein PDS5 homolog B,54,,48,48,164.67,139.72,0.0,39.5,408,Q9NTI5;Q9NTI5-2;A9IYQ1;Q9NTI5-3;Q9NTI5-5;Q9NTI5-4,Q9NTI5;Q9NTI5-2
Q86YH6,PDSS2,Decaprenyl-diphosphate synthase subunit 2,2,,2,2,44.128,10.586,0.0,7.0,2,Q86YH6;Q86YH6-2,Q86YH6;Q86YH6-2
Q6P996,PDXDC1,Pyridoxal-dependent decarboxylase domain-containing protein 1,37,,37,37,86.706,300.54,0.0,61.3,519,Q6P996;Q6P996-4;Q6P996-5;A0A0G2JPZ1;H3BND4;Q6P996-3;Q86XE2;Q6P996-2;J3KNK7;Q6P474;Q6XYB5;H3BNL6;H3BU11;H3BQ54;H3BPV5;H3BM88;H3BQS3,Q6P996;Q6P996-4;Q6P996-5;A0A0G2JPZ1;H3BND4;Q6P996-3
O00764,PDXK,Pyridoxal kinase,19,,19,18,35.102,191.76,0.0,76.6,524,O00764;F2Z2Y4;O00764-3;O00764-2,O00764;F2Z2Y4;O00764-3;O00764-2
Q96GD0,PDXP,Pyridoxal phosphate phosphatase,7,,7,7,31.698,38.566,0.0,29.4,80,Q96GD0,Q96GD0
Q5EBL8,PDZD11,PDZ domain-containing protein 11,5,,5,5,16.131,33.013,0.0,50.7,33,Q5EBL8;Q5EBL8-2,Q5EBL8;Q5EBL8-2
Q8NEN9,PDZD8,PDZ domain-containing protein 8,7,,7,7,128.56,5.5772,0.0,7.1,8,Q8NEN9,Q8NEN9
Q13113,PDZK1IP1,PDZK1-interacting protein 1,3,,3,3,12.227,3.6903,0.00038314,32.5,5,Q13113,Q13113
Q15121,PEA15,Astrocytic phosphoprotein PEA-15,9,,9,9,15.04,125.45,0.0,81.5,280,Q15121;Q15121-2;B1AKZ5,Q15121;Q15121-2;B1AKZ5
Q9H792,PEAK1,Pseudopodium-enriched atypical kinase 1,10,,10,10,193.1,8.6512,0.0,6.4,9,Q9H792;H0YN99;H3BUZ5,Q9H792;H0YN99
P30086,PEBP1,Phosphatidylethanolamine-binding protein 1;Hippocampal cholinergic neurostimulating peptide,16,,16,16,21.057,323.31,0.0,87.7,1023,P30086,P30086
A0A075B738,PECAM1,Platelet endothelial cell adhesion molecule,15,,15,15,82.521,40.181,0.0,24.1,68,A0A075B738;P16284;P16284-3;P16284-2;P16284-6;P16284-5;P16284-4;A0A075B727;A0A075B728;A0A075B737,A0A075B738;P16284;P16284-3;P16284-2;P16284-6;P16284-5;P16284-4
Q9BY49,PECR,Peroxisomal trans-2-enoyl-CoA reductase,10,,10,10,32.544,23.259,0.0,43.2,22,Q9BY49;B4DJS2;Q9BY49-2,Q9BY49;B4DJS2
Q9UBV8,PEF1,Peflin,6,,6,6,30.381,54.565,0.0,29.6,87,Q9UBV8,Q9UBV8
A0A087WUL4,PEG10,Retrotransposon-derived protein PEG10,10,,10,10,83.607,28.137,0.0,23.3,44,A0A087WUL4;A0A087WX23;Q86TG7;A0A087WZG9;B4DSP0;A0A087WXK2;Q86TG7-2,A0A087WUL4;A0A087WX23;Q86TG7;A0A087WZG9;B4DSP0;A0A087WXK2;Q86TG7-2
Q9BRX2,PELO,Protein pelota homolog,12,,12,12,43.359,18.412,0.0,28.6,103,Q9BRX2,Q9BRX2
